astar_sad,astar_time,bfs_sad,bfs_time,dfs_sad,dfs_time,greedy_sad,greedy_time,party_size,ucs_sad,ucs_time
17.280798405335126,0.9228460788726808,,60.00272703170776,28.260684474014745,0.2619650363922119,22.70299716718959,0.25487399101257324,6,17.280798405335126,56.15668201446533
10.48928419075887,0.3530550003051758,,60.06607294082642,,0.11657500267028807,11.851689087620645,0.20140910148620605,6,10.48928419075887,15.662877082824707
43.94827207200777,0.03791213035583496,48.781254083143494,0.15101194381713867,,0.01380610466003418,43.94827207200777,0.039608001708984375,2,43.94827207200777,0.17163896560668945
30.977606627516966,0.11833000183105467,,60.10091781616211,54.00230416230721,0.09876394271850586,32.120024183044976,0.09572386741638184,3,30.977606627516952,2.6807937622070312
16.500774826429375,0.3970811367034912,,60.03582310676575,22.03771480087453,0.20731401443481445,17.76302057857055,0.23168301582336426,2,16.318735844744882,48.14508414268494
5.556327144363243,0.26514697074890137,,60.070768117904656,18.693638712944715,0.30046820640563965,5.798260651992455,0.21033406257629395,3,5.554633914466301,1.928966045379639
,0.01489400863647461,,0.006344079971313477,,0.003221035003662109,,0.005698919296264648,2,,0.006148815155029297
35.06781618447156,0.09051299095153807,46.577878076443035,2.0034890174865723,50.28426828297329,0.07532501220703125,38.738245916424376,0.05047416687011719,3,35.06781618447155,0.9635848999023438
10.141233490139618,0.2742481231689453,,60.068509101867676,25.482876418864898,0.2376370429992676,11.775869206436456,0.2113220691680908,3,10.141233490139618,3.8737881183624263
14.738152051761386,0.1846110820770264,,60.04815697669983,,0.05501818656921387,19.502553284364478,0.09958505630493164,3,14.738152051761386,4.030626058578491
7.244712076568281,0.37557101249694813,,60.075005054473884,14.456598740088765,0.23670196533203125,7.274642353987472,0.22323107719421387,5,7.244712076568281,5.9914710521698
13.336236029166301,0.4017319679260254,,60.06522011756897,23.85067462092577,0.15881609916687012,19.46437604997942,0.1592259407043457,6,13.336236029166301,11.475438833236694
12.024947557948627,0.3463220596313477,,60.070618867874146,21.001777869393703,0.19932293891906736,15.104342917878867,0.22037315368652344,6,11.707037476158067,28.820701122283936
16.216106440351204,0.7706160545349121,,60.07719802856445,21.153382502109046,0.18650007247924805,21.424857624325046,0.1988980770111084,6,,60.08801603317261
15.768795120312452,0.4800851345062256,,61.467015027999885,28.16043344989666,0.15944814682006836,20.29885321385534,0.1811079978942871,6,15.76879512031245,14.36361312866211
14.800309273241284,1.2455918788909912,,60.07966017723084,24.129734956088523,0.1791529655456543,17.98299505757695,0.2588210105895996,5,13.235246799652936,13.864191055297852
18.895186514534426,0.1506969928741455,,60.089073181152344,29.396567725599798,0.15127801895141602,25.880825362524853,0.13096094131469727,4,18.895186514534426,13.4342520236969
23.508218277932283,0.08594202995300293,,60.07948303222656,37.34680336994017,0.052479028701782234,26.43532806571713,0.07606196403503418,6,23.508218277932283,3.293431043624878
18.219828113094913,0.40225696563720703,,60.04000902175903,33.35206616323176,0.1907360553741455,23.835490415202326,0.2119598388671875,3,18.21982811309491,10.726953983306883
16.93149901537661,0.36884284019470215,,60.074206113815315,24.873182221241862,0.15246295928955078,17.169772627726037,0.1590731143951416,4,16.931499015376605,8.146375894546509
